title,date
Студент МАИ разработал IT-решение для онлайн-платежей по технологии блокчейна,2024-07
Студенты МАИ создали уникальный испытательный стенд с собственным ПО для двигателей беспилотников,2024-07
Студентка МАИ разработала программу по переозвучиванию сленговых слов в аудиофайлах,2024-07
Магистрант МАИ разработал интернет-сервис студенческих конспектов нового поколения,2024-07
Студенты МАИ разработали IT-платформу для развития детского творчества,2024-07
Студентки МАИ разработали беспилотный комплекс для обнаружения пожаров в лесах,2024-07
Студент МАИ разработал методику идентификации повреждений солнечных панелей космических аппаратов,2024-07
Разработка студентов МАИ защитит финансы на картах от мошенников,2024-07
Студенты МАИ стали победителями конкурса «Новатор Москвы»,2024-07
Студентка МАИ разработала IT-решение для виртуальных испытаний на электромагнитную совместимость,2024-06
Проект РЭК@МАИ улучшит проектирование и ускорит производство отечественных самолётов,2024-06
Студент МАИ разработал аппарат для поиска жизни на спутнике Юпитера,2024-06
В ПИШ МАИ создают первый отечественный дрон с быстрой водородной заправкой,2024-06
В МАИ разработали ансамбль нейросетей для точного распознавания изображений,2024-06
«Наше решение — машинное обучение»: студентка МАИ о новой системе прогнозирования ресурса авиадвигателей,2024-06
МАИ — участник выставки вертолётной индустрии HeliRussia-2024,2024-06
МАИ представит на HeliRussia-2024 аккумуляторы для дронов повышенной ёмкости,2024-06
Студенты МАИ разработали технологию 3D-печати лечебной обуви,2024-06
Разработка учёных МАИ продлит срок службы аппаратуры на борту Российской орбитальной станции,2024-06
Учёные МАИ предложили новый способ борьбы с обледенением самолётов,2024-05
"Студенты МАИ придумали «научный смартфон» для геологов, метеорологов и космических исследователей",2024-05
Студенты МАИ разработали сервис для создания интерактивных карт,2024-05
В МАИ разработали устойчивый к нагреву алюминиевый композит для производства двигателей,2024-04
МАИ стал победителем конкурса Минобрнауки России на создание молодёжных лабораторий,2024-04
850 докладов от молодых учёных: в МАИ завершились юбилейные «Гагаринские чтения»,2024-04
Российская орбитальная станция и перспективы беспилотия: в МАИ открылись юбилейные «Гагаринские чтения»,2024-04
В МАИ разработали первую отечественную методику проектирования криогенных двигателей для насосов,2024-04
В МАИ разрабатывают умную систему для оценки ресурса авиадвигателей на замену импортной,2024-03
В МАИ разработали проект по разведению кур на российской базе на Луне,2024-03
Маёвцы получили пять медалей на международном салоне «Архимед»,2024-03
Таракан-киборг появится в МАИ,2024-03
В МАИ разработали двигатель для малых спутников связи и навигации,2024-03
Студентки МАИ создали программу для оценки эффективности теплозащитных материалов,2024-03
"Студентка МАИ разработала ёмкость, снижающую потери при транспортировке газа",2024-03
Разработка учёных МАИ поможет повысить энергоэффективность перспективных самолётов на водородном топливе,2024-03
"В МАИ разработали программу, ускоряющую проектирование самолётов и автомобилей",2024-02
Студент МАИ Матвей Пятыго: «Мой проект может утвердить новую концепцию планетных исследований»,2024-02
Маёвцы разработали приложение для знакомств «Близко»,2024-02
Студентка МАИ Анастасия Шевко: «Благодаря моему исследованию учёные смогут создавать новые материалы для обшивки спутников»,2024-02
В МАИ разработали акустическую систему навигации с миллиметровой точностью,2024-02
Студент МАИ Андрей Авдеев: «Хочу запускать свои стартапы в сфере ИИ»,2024-01
Студенты МАИ разработали систему роботов для городской уборки,2024-01
Студент МАИ придумал сервис по распродаже продуктов с истекающим сроком годности,2024-01
В МАИ разработали систему оценки эффективности производства,2024-01
Студентка МАИ придумала устройство для обувания без помощи рук,2024-01
ИИ в космосе: маёвец из Португалии — о новом поколении спутников и нейросетях за пределами Земли,2024-01
Универсальный луноход студента МАИ повысит доступность планетных исследований,2024-01
В МАИ нашли замену импортного состава для производства печатных плат,2024-01
Аспирант МАИ разрабатывает беспилотник для изучения Венеры,2024-01
«Сигнал» к действию: руководитель СКБ-4 МАИ — о научном творчестве студентов,2024-01
В МАИ разработали технологию поиска дефектов подземных кабельных линий с использованием дрона,2024-01
В МАИ открылась лаборатория компьютерного моделирования YADRO,2023-12
Маёвец получил грант в четыре миллиона рублей на приложение для спорта,2023-12
"В МАИ разработали умный дом, передающий команды по электросетям",2023-12
Исследование инженеров МАИ и ОКБ им. А. Люльки поможет увеличить ресурс авиационных двигателей,2023-12
В МАИ создают линейку электродвигателей для малых беспилотников,2023-12
Научный семинар имени профессора Латышева состоялся в МАИ,2023-12
В МАИ разработали технологию ультразвуковой очистки напечатанных деталей двигателей,2023-12
Работа студентки МАИ поможет продлить жизнь космических аппаратов на орбите,2023-12
"Студент МАИ придумал умные визитки, определяющие заинтересованность клиентов",2023-12
Ближе к Луне: магистр МАИ Егор Мишин — о научном поиске и проекте лунной транспортной платформы,2023-12
Студент МАИ разработал устройство для поиска поломок техники на ранней стадии,2023-12
В МАИ состоялся научно-технический семинар «Управление полётом высокоавтоматизированных ЛА»,2023-11
Математическая модель учёных МАИ сократит расходы в ракетно-космической промышленности,2023-11
Ректор МАИ провёл дискуссию о развитии космической отрасли на III Конгрессе молодых учёных,2023-11
Студенты МАИ и МГТУ им. Баумана разработали отборщик проб воды для экологов и рыбозаводчиков,2023-11
Школьники под руководством маёвцев вышли в финал конкурса «Инженерный старт — 2023»,2023-11
Учёный МАИ: «К 2030 году с помощью нейросетей мы сможем проектировать самолёты»,2023-11
Тренды развития авиации обсудили на Aerospace Science Week в МАИ,2023-11
Aerospace Science Week стартовала в МАИ с дискуссии о беспилотном будущем,2023-11
В МАИ разрабатывают покрытие для повышения срока службы авиадвигателей,2023-11
Маёвцы победили на международной молодёжной научной конференции «Туполевские чтения»,2023-11
Студентки МАИ победили на Всероссийской научно-практической конференции имени Жореса Алфёрова,2023-11
Студентка МАИ разработала программу для передачи скрытых сообщений,2023-11
В МАИ завершилась XVI Всероссийская студенческая научная школа «Аэрокосмическая декада»,2023-11
В МАИ разработали метеорадар для экономии энергии беспилотников,2023-11
В МАИ разработали нейросетевую библиотеку для быстрых аэродинамических расчётов,2023-11
МАИ стал участником Международной выставки-форума «Россия»,2023-11
В МАИ прошла битва молодых учёных Science Slam,2023-10
В МАИ разрабатывают накопители энергии из тонкоплёночных наноматериалов,2023-10
Маёвцы победили на международной конференции «Современные проблемы радиоэлектроники и телекоммуникаций»,2023-10
Магистр МАИ разработал проект лунной транспортной платформы,2023-10
Учёный МАИ получил премию Российской академии наук за работу по металлургии,2023-10
Аспирант МАИ создаёт полимерный материал с углеродными нанотрубками для гражданских самолётов,2023-10
В МАИ создадут концентратор солнечной энергии для строительства лунных баз,2023-10
Студент МАИ создал программу для изучения технологий VR,2023-10
Исследования учёных МАИ помогут широкому внедрению пористых композитов в аэрокосмическую отрасль,2023-10
В МАИ разработали печь для экологичного сжигания мусора в посёлках,2023-09
В МАИ разработали программу для проверки устойчивости систем управления роботами и дронами,2023-09
МАИ и Roboscope разработали медицинский микроскоп с автоподачей стёкол для ускорения исследований,2023-09
Студент МАИ разработал ПО для развития транспортных сетей,2023-09
В МАИ приступили к испытаниям дрона для сельского хозяйства,2023-09
Маёвец получил именную стипендию Минобрнауки России,2023-09
Маёвец победил в программе «УМНИК» и получил грант,2023-09
«Космический мусор представляет угрозу»: доцент МАИ о системе мониторинга опасных объектов,2023-09
"В МАИ создают двигатель, способный самостоятельно добывать топливо",2023-09
В МАИ научатся программировать время растворения магниевых имплантов в организме человека,2023-09
В МАИ раскрыли подробности перспективного проекта России «Венера-Д»,2023-09
Аспирант МАИ разработал перспективный материал для авиации,2023-09
МАИ проводит II Международную конференцию по скоростному транспорту HSTD-2023,2023-08
Учёные МАИ помогут выпускать сверхточные антенны для космических аппаратов,2023-08
Студенты МАИ разработали дрон для доставки первой помощи пострадавшим в лесу и горах,2023-08
МАИ представил на «Технопроме-2023» дрон «Агроcкаут»,2023-08
В МАИ создают вечный двигатель для спутников,2023-08
МАИ анонсировал на «Армии-2023» линейку электродвигателей для беспилотников,2023-08
МАИ представит на форуме «Армия-2023» беспилотник для контроля за промышленным оборудованием,2023-08
В МАИ разрабатывают инновационные материалы для авиастроения на основе хитина,2023-08
В МАИ спроектировали стенд для испытаний беспилотников на воздействие влаги и температуры,2023-08
"В МАИ придумали, как подсчитать опасный космический мусор",2023-08
Курс на Луну: студент МАИ создаёт лунную станцию,2023-08
Учёные МАИ научат искусственный интеллект находить плодородные почвы,2023-08
Центр БЛА МАИ — от агродронов до аэротакси,2023-08
В МАИ нейросеть поставили на стражу качества авиадеталей,2023-08
Остановка на орбите: учёные МАИ работают над перспективной схемой возвращения космонавтов с Луны,2023-07
Студентка МАИ разработала систему городского информирования для слабовидящих,2023-07
Студентка МАИ Ангелина Логачева: продолжая семейные традиции,2023-07
В МАИ создали технологию очистки аддитивных деталей космических аппаратов,2023-07
МАИ стал участником научно-технической программы Правительства РФ,2023-07
В МАИ создали два дрона для сельского хозяйства,2023-07
В МАИ создали композитный протез кисти с эффектом памяти формы,2023-07
В МАИ создали обучающий квадрокоптер для школьников,2023-07
Маёвцы — участники Международной конференции молодых специалистов в области электронных приборов и материалов,2023-07
"МАИ внедряет универсальное ПО для проектирования, анализа и контроля массы авиатехники",2023-07
Маёвцы стали победителями конференции «3D-технологии в решении научно-практических задач»,2023-07
В МАИ создали технологию производства катушек из сверхпроводников для перспективных энергетических установок,2023-07
В МАИ создали методику расчёта прочности композитов для авиации,2023-06
Ректор МАИ Михаил Погосян: «Нужны инженеры с креативным мышлением»,2023-06
Студент МАИ спроектировал лунную автоматическую станцию с возвращаемой ракетой,2023-06
Студенты МАИ создали приложение на базе нейросетей для мониторинга загрязнений в море,2023-06
Студенты МАИ придумали беспилотный комплекс для спасения утопающих,2023-06
От агродрона до аэротакси: директор Центра БЛА МАИ — о разрабатываемых беспилотниках и перспективах индустрии,2023-06
В МАИ разработали экономичную и эффективную технологию производства печатных плат,2023-06
В МАИ придумали технологию создания сверхпрочных крыльев беспилотников,2023-06
МАИ поможет снизить уровень шума в салоне пассажирского самолёта,2023-06
Студенты МАИ спроектировали космический уборщик мусора,2023-06
"В МАИ придумали биоэлектрический протез кисти, позволяющий пользоваться смартфоном",2023-05
Маёвцы победили на конференции по развитию гражданской авиации,2023-05
В МАИ придумали приложение для дистанционной диагностики болезней Альцгеймера и Паркинсона,2023-05
Аспирантка МАИ Ксения Сафронова: «Наука — это про идею»,2023-05
На аэродроме МАИ отработали сценарии беспилотной доставки грузов,2023-05
Руководитель НИО-310 МАИ: «Все перспективные летательные аппараты будут электрифицированы или гибридизированы»,2023-04
Программа студентки МАИ из Рязанской области оптимизирует расчёт генераторов и двигателей ракет,2023-04
Студентка МАИ завоевала первое место на олимпиаде «Менеджмент качества»,2023-04
Женщины в науке: студентка МАИ — об ультразвуковом датчике для слабовидящих и роботаракане,2023-04
В МАИ стартовала XLIX Международная молодёжная научная конференция «Гагаринские чтения»,2023-04
Оптимизация производства самолётов: как студент МАИ из Дубны помогает промышленности страны,2023-04
Студентка МАИ стала призёром научной конференции «Фотинские чтения»,2023-04
Маёвец стал призёром общероссийской молодёжной научно-технической конференции,2023-04
Студентка МАИ получила диплом I степени на VIII Международной научно-практической конференции,2023-04
«Молодёжь Москвы» представила свои проекты в МАИ,2023-04
На базе МАИ открылся диссертационный совет по региональной и отраслевой экономике,2023-04
Кто учит «Яндекс» понимать людей и прогнозирует демографию: история студента МАИ из Самарской области,2023-04
Маёвцы – участники VIII Санкт-Петербургского международного экономического конгресса,2023-04
Шесть медалей завоевали маёвцы на Международном салоне «Архимед»,2023-03
МАИ представил разработки для авиации и космоса на международном салоне «Архимед»,2023-03
Космонавт и аспирантка МАИ Анна Кикина сравнила Crew Dragon и «Союз»,2023-03
Аспирантка МАИ Дарья Степура разрабатывает стильные накладки на протезы,2023-03
В МАИ изучат опережение импорта для обновления парка гражданских самолётов,2023-03
В МАИ разрабатывают новый метод борьбы с обледенением самолётов,2023-03
Исследования маёвцев на МКС помогут создать умные материалы будущего,2023-03
"В МАИ создали квадрокоптер, способный непрерывно находиться в воздухе",2023-03
Студентка МАИ из Армавира разрабатывает ПО для борьбы с загрязнением от самолётов,2023-03
МАИ и МПРОП будут готовить специалистов для производства отечественных протезов,2023-03
В Рязанской области при участии МАИ открылся инновационный научно-технологический центр,2023-02
Место для одного: сократят ли экипаж в самолётах,2023-02
Учёные МАИ и ДВФУ испытали новую технологию создания композитов для авиадвигателей,2023-02
Трекинг взгляда и контроль пульса: как разработки Центра «Авионика» МАИ помогут пилотам,2023-02
Доцент МАИ Дмитрий Сошников: «ChatGPT заработал бы на экзамене тройку или четвёрку»,2023-02
Сергей Грачев: «Гражданская авиатехника должна соответствовать самым жёстким требованиям»,2023-02
«Зеленая авиация»: новая разработка учёных МАИ позволит строить тихие и экологичные самолёты,2023-02
Маёвцы приняли участие в Международных юношеских научных чтениях имени Королёва,2023-02
В МАИ создали систему пожаротушения с рекордно низким расходом воды,2023-02
В МАИ разрабатывают самолёт для исследования Марса,2023-02
"В МАИ придумали умную упаковку, продлевающую срок хранения продуктов",2023-02
Маёвец стал призёром конкурса «Туполев-100»,2023-01
ОДК и МАИ создали виртуальную модель двигателя для Як-130,2023-01
"Край Земли, киты и «собачья» вахта: маёвец Александр Хван побывал в антарктической экспедиции",2023-01
В МАИ разработали аппарат для очистки околоземного пространства от крупного мусора,2023-01
Маёвец Андрей Федяев завершил тренировки в SpaceX в рамках подготовки к полёту на МКС,2023-01
Студент МАИ стал призёром конкурса научных работ по информационной безопасности,2023-01
Центр сертификации беспилотных авиасистем МАИ аккредитован Росавиацией,2023-01
Студенты МАИ разработали прибор для оценки безопасности мониторов и индикаторных панелей,2023-01
Маёвцы — победители и призёры конференции по радиолокации и связи,2022-12
В МАИ испытают новую систему управления роботами космического назначения,2022-12
В МАИ завершился проект по разработке фундаментальных основ расчёта и принципов построения энергетических систем,2022-12
В МАИ разработан тренажёр парашютного прыжка с системой виртуальной реальности,2022-12
На защите аккумулятора: устройство маёвца заменит импортные системы управления батареей,2022-12
Команда МАИ заняла второе место на олимпиаде по инженерному конструированию,2022-12
Восемь студентов МАИ стали претендентами на грант Президента Российской Федерации,2022-12
Маёвцы — призёры всероссийской олимпиады по авиационным двигателям,2022-12
Маёвцы — обладатели первого и призового мест на конференции по оптике и лазерной физике,2022-12
Михаил Погосян провёл сессию по связанности территорий на Конгрессе молодых учёных,2022-12
Конгресс молодых учёных: заведующий кафедрой МАИ рассказал о работах университета по СПС,2022-12
«Женщины в науке»: преподаватель МАИ — о психологическом здоровье роботов и пути в профессию,2022-12
Восемь проектов маёвцев получили гранты РНФ по итогам конкурса среди малых научных групп,2022-11
"Студентка МАИ победила на конференции «Аэрокосмическая техника, высокие технологии и инновации»",2022-11
"Робот, дрон и нейросеть: как устроен маёвский комплекс для осмотра самолётов",2022-11
Как получить грант: эксперты РНФ встретились с молодыми учёными МАИ,2022-11
На аэродроме МАИ протестируют модели беспилотной доставки,2022-11
В МАИ разработали технологию изготовления пористого титана для протезирования,2022-11
Инженеры МАИ с проектом электросамолёта победили в научно-технической конференции Союзмаша,2022-11
Криогенная электроника: учёные МАИ разработали мощный и компактный выпрямитель,2022-11
В МАИ наградили победителей научно-технической конференции СоюзМаш России и лауреатов премии Макаровца,2022-11
"Композиты из лунного грунта: на борту МКС стартовал эксперимент, инициированный МАИ",2022-11
"«Луна, безусловно, должна стать нашим приоритетом» — интервью с академиком Олегом Алифановым",2022-10
Маёвцы — победители и призёры международной конференции по радиоэлектронике и телекоммуникациям,2022-10
В МАИ разработали новую модель межпланетного буксира,2022-10
Маёвцы стали победителями конкурса выпускных работ в области систем навигации,2022-10
МАИ представляет свои разработки на международной выставке «Технофорум-2022»,2022-10
В МАИ состоялась битва молодых учёных Science Slam,2022-10
"Зачем фантасту комета: выпускник МАИ — об астрономии, творчестве и популяризации науки",2022-10
Маёвцы разработали систему кругового обзора для мобильного пилотажного стенда,2022-10
В МАИ разработали платформу для хакатонов на 100 тысяч человек,2022-10
В МАИ создали плазменный двигатель для кубсатов с рекордным импульсом тяги,2022-10
В МАИ появилась стартап-студия,2022-10
Итоги Всероссийской студенческой научной школы «Аэрокосмическая декада» в МАИ,2022-10
Устойчивое развитие планеты: как прошёл День науки в МАИ,2022-10
Аспирантка МАИ Анна Кикина: верит в инопланетян и слушает русский рок,2022-10
Изобретение маёвцев продлит срок службы аккумуляторов в мелкой и крупной технике,2022-10
Маёвцы стали участниками международного эксперимента по съёмке Земли с борта МКС,2022-09
В МАИ разработан эффективный метод получения водородного топлива,2022-09
25 лет назад состоялся первый полёт «Беркута» конструкции Михаила Погосяна,2022-09
Маёвцы создали усовершенствованный одноместный учебный планер,2022-09
В МАИ разработали аналог западных программных комплексов для авиационного двигателестроения,2022-09
В МАИ создали прибор для оценки техногенного влияния на атмосферу Земли,2022-09
Маёвцы рассчитывают риски наводнения на Амуре с помощью машинного обучения,2022-09
В оздоровительно-учебном центре МАИ «Алушта» обсудят развитие скоростного транспорта,2022-08
"Студентка МАИ о численном моделировании, важности наставничества и популяризации науки",2022-08
Школа 3D-печати: новая квалификация за 30 часов,2022-08
«Пришлось решать нетривиальную задачу»: учёные МАИ — о создании уникальной системы для лайнера SSJ-NEW,2022-08
В МАИ разработали адаптивную систему управления летательным аппаратом,2022-08
«Умный лес»: инженеры МАИ придумали систему мониторинга состояния деревьев,2022-08
МАИ представит на форуме «Армия-2022» беспилотную систему для охраны периметра,2022-08
В МАИ создали систему управления протезом кисти на основе биосигналов,2022-08
В МАИ разработали систему умного обогрева электроники,2022-08
В МАИ создали VR-тренажёр для отработки полётов на Луну,2022-08
Учёные МАИ придумали систему поиска дефектов самолётов с помощью робота и дрона,2022-07
Студенты МАИ разработали устойчивую к кибератакам систему управления роботом-доставщиком,2022-07
Аспирант МАИ Олег Блинов: «Мы сможем создавать автономные базы на Луне и планетах»,2022-07
Маёвец — победитель всероссийской конференции по информационным технологиям в науке и управлении,2022-07
Студенты МАИ создали дрон для оценки загрязнения воздуха на предприятиях,2022-07
Лазерный удар: доцент МАИ — о новой технологии повышения прочности авиадеталей,2022-07
Как инженерная дерзость рождает инновации: интервью с профессором МАИ Андреем Жуковым,2022-07
Маёвцы — победители молодёжных конкурсов Президентской программы РНФ,2022-07
МАИ стал участником федерального проекта «Передовые инженерные школы»,2022-06
Маёвцы получили золотые медали олимпиады «Я — профессионал»,2022-06
"Маёвцы — победители конференции «Новые материалы XXI века: разработка, диагностика, использование»",2022-06
Преподаватель МАИ стал лауреатом Премии имени Колачёва,2022-06
Туториал: поступление в магистратуру,2022-06
Вызовы Десятилетия науки и технологий: Михаил Погосян принял участие в дискуссии на ПМЭФ-2022,2022-06
Аспирантура МАИ: гид по поступлению,2022-06
В МАИ разрабатывают программные решения для управления стоимостью авиационной техники,2022-06
В МАИ представили демонстратор полностью сверхпроводникового электрогенератора,2022-06
Сверхзвуковой пассажирский самолёт: проекты МАИ,2022-06
Как запустить стартап: опыт выпускницы МАИ и автора «шагающего» колеса Дарьи Степура,2022-06
"МКС, Луна, другие планеты: учёный МАИ — о возможностях плазменных двигателей",2022-06
Цифровой двойник: молодые инженеры МАИ стали призёрами хакатона «ТехАвиа»,2022-06
МАИ получил патент на робот для инспекции МКС,2022-06
Заведующий кафедрой 205 МАИ Евгений Марчуков избран членом-корреспондентом РАН,2022-06
«Основа малой авиации России»: конструктор МАИ — о новейшем отечественном лёгком самолёте,2022-06
Маёвцы стали победителями и призёрами олимпиады «Я — профессионал»,2022-06
"Экомониторинг: как проект выпускницы МАИ поможет пилотам, пожарным и МЧС",2022-06
Аддитивные технологии: МАИ принял участие в выставке «Металлообработка»,2022-05
В МАИ разрабатывают технологию для повышения прочности деталей авиатехники,2022-05
Молодой учёный МАИ стал лауреатом премии Правительства Москвы,2022-05
МАИ на HeliRussia-2022: деловая программа второго дня,2022-05
Винтокрылые машины: что представил МАИ на HeliRussia-2022,2022-05
В МАИ разработали AR-технологию для повышения эффективности вертолётной техники,2022-05
В МАИ разработали стенд формирования требований к нашлемной системе целеуказания и индикации,2022-05
В МАИ наградили стипендиатов Президента и Правительства РФ,2022-05
МАИ представит на выставке HeliRussia стенд для испытания воздушных винтов беспилотников,2022-05
"«КПД 99,99%» — учёный МАИ Константин Ковалёв о разработке кинетического накопителя энергии",2022-05
В центре «Авионика» МАИ разрабатывают «умные» бортовые системы,2022-04
Разработанная в МАИ технология увеличит срок службы нефте- и газопроводов,2022-04
В МАИ открылась лаборатория кибериммунных решений,2022-04
"Дроны, искусственный интеллект, нейросети и биороботы: интервью замдиректора центра БПЛА МАИ",2022-04
Маёвец победил на конференции по обеспечению качества в машиностроении,2022-04
Крылья с ответом: разработка учёных МАИ сделает «Суперджеты» безопаснее,2022-04
В МАИ состоялся семинар по развитию сверхзвукового транспорта,2022-04
В МАИ проходит XLVIII Международная молодёжная научная конференция «Гагаринские чтения»,2022-04
Национальная система оценки результативности научной деятельности: создание и развитие,2022-04
Студентка МАИ стала участницей Алфёровской зимней школы,2022-04
Ион в деле: в МАИ создают двигатель для дальних космических миссий,2022-04
МАИ принимает участие в разработке уникального робота для УЗИ,2022-04
Инженер-конструктор МАИ — о методике улучшения работы аэродинамических поверхностей,2022-03
Тоннель в небе: как маёвский прогнозный дисплей поможет летать на сверхзвуке,2022-03
МАИ — участник Салона изобретений и инновационных технологий «Архимед-2022»,2022-03
В течение года МАИ представит прототип беспилотного аэротакси,2022-03
Учёные МАИ и НПО Лавочкина разработали технологию увода космических объектов с орбиты,2022-03
В МАИ разрабатывают новое покрытие для возвращаемых космических аппаратов,2022-03
Учёные МАИ создают гибридную силовую установку для БПЛА и лёгких самолётов,2022-03
«Я — профи»: что ждёт участников маёвского трека дальше,2022-02
В МАИ разработали интеллектуальную систему катапультирования авиационных изделий,2022-02
Маёвец стал победителем Всероссийского конкурса «Инженер года»,2022-02
«Гравитационный пропеллер»: в МАИ открыли новый тип вращения орбитальных станций,2022-02
Больше никаких помех: учёные МАИ улучшат качество беспроводной связи,2022-02
Аспирантка МАИ Яна Вахтерова: «Люблю котиков и математику»,2022-02
В МАИ разработали малобюджетный вариант авиационного тренажёра,2022-02
Маёвец разрабатывает новые методы борьбы с засорением космоса,2022-02
"Быстрее, выше, умнее: как в МАИ работают над новым сверхзвуковым самолётом",2022-02
В МАИ разработали уникальную программу для диагностики деменции и болезни Альцгеймера,2022-02
«Математика удивляет»: как 32-летний маёвец стал самым молодым доктором наук в университете,2022-02
В МАИ завершился второй этап работ по созданию сверхпроводниковой энергетической системы,2022-01
Студенты МАИ разработали «радиосторожа» для охраны загородных домов,2022-01
Эффективный сенсор по обнаружению утечки водорода разрабатывают учёные МАИ,2022-01
Новый сверхзвуковой: заведующий кафедрой 201 МАИ стал гостем программы «Утро России»,2022-01
Аспирантура МАИ: как стать молодым учёным и зачем это нужно,2022-01
Выпускник МАИ запустит рой микроспутников для трансляции сообщений из космоса,2022-01
Как студентам заняться наукой и исследованиями в МАИ: гид для начинающих,2022-01
В МАИ спроектировали беспилотник для мониторинга погоды в Арктике,2022-01
Маёвцы получат гранты Президента РФ на развитие своих научных исследований,2022-01
Маёвский кинетический накопитель энергии: новый источник аварийного питания,2022-01
В МАИ разрабатывают устройство для оценки уровня стресса,2022-01
17 маёвцев вошли в число победителей и призёров конференции МАЭФ,2021-12
Молодые учёные МАИ награждены по итогам 2021 года,2021-12
Как выпускница МАИ спасает урожаи с помощью спутников,2021-12
Маёвец стал призёром всероссийского конкурса на лучшую научную работу,2021-12
Студентка Ступинского филиала МАИ — лауреат премии имени Бориса Колачёва,2021-12
Маёвцы заняли второе место в конкурсе инженерных проектов «Будущее авиации»,2021-12
В МАИ создали прибор для преобразования ультразвука в слышимый диапазон,2021-12
Молодые учёные МАИ презентовали свои проекты ректору Михаилу Погосяну,2021-12
Михаил Погосян встретился с победителями конкурса «Лидеры России»,2021-12
Аспирант МАИ стал лауреатом премии Российского общества «Знание»,2021-12
МАИ представил проект весовой платформы на форуме Nobel Vision,2021-12
Реабилитация после инсульта: как проекты маёвца помогут российской медицине,2021-12
11 проектов МАИ получили гранты по итогам самого массового конкурса РНФ,2021-12
В МАИ прошёл финал конкурса «Лига лекторов»,2021-11
Тонкий iPhone: как проект доцента МАИ поможет делать компактные устройства,2021-11
Выпускники МАИ победили в IX Хакатоне по искусственному интеллекту,2021-11
Эксперты из пяти стран открыли конференцию МАИ «Авиация и космонавтика»,2021-11
До Луны и обратно: эксклюзивное интервью маёвца — командира экипажа SIRIUS-21,2021-11
Учёный МАИ предложил новые подходы к устранению колебаний космических конструкций,2021-11
Шесть маёвцев стали участниками образовательных программ «Сириуса»,2021-11
Специалисты МАИ получили премию Правительства РФ имени Гагарина,2021-10
Маёвцы — призёры конференции по радиоэлектронике и телекоммуникациям,2021-10
"Вычислительная механика, матмоделирование и IT: итоги конференции МАИ в Алуште",2021-09
Маёвец разработал материал на основе имитатора лунного грунта,2021-09
В Алуште стартовала конференция МАИ по вычислительной механике,2021-09
Гид по МАИ для первокурсников,2021-08
Ректор МАИ вошёл в совет Программы фундаментальных научных исследований,2021-08
Маёвец создаёт ионный инжектор для борьбы с космическим мусором,2021-08
Работа аспирантки МАИ повысит ресурс самолётов с композитными элементами,2021-08
«Талант и успех»: как маёвец получил президентский грант за своё исследование,2021-08
Студенты МАИ создают уникальный беспилотный самолёт для сельского хозяйства,2021-08
В МАИ создали уникальную систему дефектоскопии с помощью дронов,2021-08
Студенты и аспиранты МАИ удостоились стипендий Президента и Правительства РФ,2021-08
Искусство онлайн: как технология МАИ поможет посещать музеи во время пандемии,2021-08
В МАИ разрабатывают систему быстрой стабилизации дронов в сложных условиях,2021-07
МАКС-2021: МАИ стал участником круглого стола по цифровым технологиям в авиации,2021-07
МАИ — участник деловой программы Евразийского аэрокосмического конгресса,2021-07
МАИ представит на МАКС-2021 стенд кабины сверхзвукового пассажирского самолёта,2021-07
Авиация будущего: какие новинки представит МАИ на МАКС-2021,2021-07
Центр «Авионика» МАИ: взгляд в будущее авиационных систем,2021-07
"Дети под присмотром: маёвцы создали сервис, помогающий предотвращать трагедии",2021-07
В МАИ разрабатывают микроробот для инспекции МКС,2021-07
"Маёвец рассказал, как его изобретение будет бороться с космическим мусором",2021-06
В МАИ обсудили перспективы сверхпроводниковых технологий,2021-06
Ученый из МАИ стал одним из модераторов Форума аддитивных технологий,2021-06
Исследование маёвца поможет широкому внедрению экономичных ракетных двигателей,2021-06
МАИ принял участие в презентации научного центра мирового уровня «Сверхзвук»,2021-06
Первая Международная конференция «Космические системы» состоялась в МАИ,2021-04
МАИ и ИТПМ СО РАН создали уникальное решение для расчётов в газодинамике,2021-04
В МАИ начала работу молодёжная научная конференция «Гагаринские чтения»,2021-04
Студентка МАИ получила грант по программе «УМНИК» на развитие своего проекта,2021-04
Профессор и выпускник МАИ предложили концепцию исследования Венеры с помощью дронов,2021-04
Улучшить качество связи: учёные МАИ разработали новую схему космической антенны,2021-04
Большое будущее малых космических аппаратов,2021-04
В МАИ завершается разработка уникальной системы ориентации космических аппаратов,2021-04
Инновационную разработку аспиранта МАИ признали лучшей на «Архимеде—2021»,2021-04
Маёвец работает над первым в мире сверхпроводниковым выпрямителем,2021-03
Разработанная в МАИ система индикации повысит безопасность пилотирования самолётов,2021-03
В МАИ разработан новый подход к тепловым испытаниям космических аппаратов,2021-03
Во Вселенную — первыми,2021-03
ОАК и МАИ: два крыла авиационного комплекса России,2021-03
Доставит груз и потушит пожар: в МАИ создают беспилотный вертолёт гражданского назначения,2021-02
В МАИ создают полимеры для точечной доставки лекарств к клеткам и тканям организма,2021-02
Работа учёных МАИ поможет найти пригодные для жизни планеты,2021-02
"Диффузия, нагрев, деформация: для чего в МАИ изучают связь нестационарных полей",2021-02
Не сгореть у Солнца: учёные МАИ помогут приблизиться к звезде,2021-02
Маёвский цифровой двойник поверхности повысит надёжность соединений в двигателях,2021-02
"Прочность титана, лёгкость алюминия: авиационный материал будущего исследуют в МАИ",2021-02
